threshold,review_queue_volume,precision,recall,review_cost,missed_fraud_loss,total_cost,is_chosen_t_star,is_naive_default
0.001062,5819,0.023715,0.978723,46552.000000,65.550000,46617.550000,False,False
0.001074,5797,0.023805,0.978723,46376.000000,65.550000,46441.550000,False,False
0.001078,5774,0.023900,0.978723,46192.000000,65.550000,46257.550000,False,False
0.001088,5752,0.023992,0.978723,46016.000000,65.550000,46081.550000,False,False
0.001101,5729,0.024088,0.978723,45832.000000,65.550000,45897.550000,False,False
0.001111,5707,0.024181,0.978723,45656.000000,65.550000,45721.550000,False,False
0.001126,5684,0.024279,0.978723,45472.000000,65.550000,45537.550000,False,False
0.001139,5662,0.024196,0.971631,45296.000000,161.110000,45457.110000,False,False
0.001155,5639,0.024295,0.971631,45112.000000,161.110000,45273.110000,False,False
0.001167,5616,0.024395,0.971631,44928.000000,161.110000,45089.110000,False,False
0.001181,5594,0.024491,0.971631,44752.000000,161.110000,44913.110000,False,False
0.001195,5571,0.024592,0.971631,44568.000000,161.110000,44729.110000,False,False
0.001212,5549,0.024689,0.971631,44392.000000,161.110000,44553.110000,False,False
0.001227,5526,0.024792,0.971631,44208.000000,161.110000,44369.110000,False,False
0.001245,5504,0.024891,0.971631,44032.000000,161.110000,44193.110000,False,False
0.001262,5481,0.024995,0.971631,43848.000000,161.110000,44009.110000,False,False
0.001280,5459,0.025096,0.971631,43672.000000,161.110000,43833.110000,False,False
0.001297,5436,0.025202,0.971631,43488.000000,161.110000,43649.110000,False,False
0.001305,5413,0.025309,0.971631,43304.000000,161.110000,43465.110000,False,False
0.001319,5391,0.025413,0.971631,43128.000000,161.110000,43289.110000,False,False
0.001337,5368,0.025522,0.971631,42944.000000,161.110000,43105.110000,False,False
0.001353,5346,0.025627,0.971631,42768.000000,161.110000,42929.110000,False,False
0.001368,5323,0.025737,0.971631,42584.000000,161.110000,42745.110000,False,False
0.001390,5301,0.025844,0.971631,42408.000000,161.110000,42569.110000,False,False
0.001408,5278,0.025957,0.971631,42224.000000,161.110000,42385.110000,False,False
0.001429,5256,0.026065,0.971631,42048.000000,161.110000,42209.110000,False,False
0.001447,5233,0.026180,0.971631,41864.000000,161.110000,42025.110000,False,False
0.001456,5210,0.026296,0.971631,41680.000000,161.110000,41841.110000,False,False
0.001477,5188,0.026407,0.971631,41504.000000,161.110000,41665.110000,False,False
0.001493,5165,0.026525,0.971631,41320.000000,161.110000,41481.110000,False,False
0.001512,5143,0.026638,0.971631,41144.000000,161.110000,41305.110000,False,False
0.001529,5120,0.026758,0.971631,40960.000000,161.110000,41121.110000,False,False
0.001543,5098,0.026873,0.971631,40784.000000,161.110000,40945.110000,False,False
0.001557,5075,0.026995,0.971631,40600.000000,161.110000,40761.110000,False,False
0.001575,5053,0.027113,0.971631,40424.000000,161.110000,40585.110000,False,False
0.001595,5030,0.027237,0.971631,40240.000000,161.110000,40401.110000,False,False
0.001615,5007,0.027362,0.971631,40056.000000,161.110000,40217.110000,False,False
0.001630,4985,0.027482,0.971631,39880.000000,161.110000,40041.110000,False,False
0.001655,4962,0.027610,0.971631,39696.000000,161.110000,39857.110000,False,False
0.001678,4940,0.027733,0.971631,39520.000000,161.110000,39681.110000,False,False
0.001695,4917,0.027863,0.971631,39336.000000,161.110000,39497.110000,False,False
0.001713,4895,0.027783,0.964539,39160.000000,199.000000,39359.000000,False,False
0.001741,4872,0.027915,0.964539,38976.000000,199.000000,39175.000000,False,False
0.001760,4850,0.028041,0.964539,38800.000000,199.000000,38999.000000,False,False
0.001780,4827,0.028175,0.964539,38616.000000,199.000000,38815.000000,False,False
0.001803,4804,0.028310,0.964539,38432.000000,199.000000,38631.000000,False,False
0.001823,4782,0.028440,0.964539,38256.000000,199.000000,38455.000000,False,False
0.001855,4759,0.028577,0.964539,38072.000000,199.000000,38271.000000,False,False
0.001872,4737,0.028710,0.964539,37896.000000,199.000000,38095.000000,False,False
0.001894,4714,0.028850,0.964539,37712.000000,199.000000,37911.000000,False,False
0.001923,4692,0.028986,0.964539,37536.000000,199.000000,37735.000000,False,False
0.001949,4669,0.029128,0.964539,37352.000000,199.000000,37551.000000,False,False
0.001971,4647,0.029266,0.964539,37176.000000,199.000000,37375.000000,False,False
0.002002,4624,0.029412,0.964539,36992.000000,199.000000,37191.000000,False,False
0.002030,4601,0.029559,0.964539,36808.000000,199.000000,37007.000000,False,False
0.002063,4579,0.029701,0.964539,36632.000000,199.000000,36831.000000,False,False
0.002086,4556,0.029851,0.964539,36448.000000,199.000000,36647.000000,False,False
0.002113,4534,0.029996,0.964539,36272.000000,199.000000,36471.000000,False,False
0.002140,4511,0.030149,0.964539,36088.000000,199.000000,36287.000000,False,False
0.002169,4489,0.030296,0.964539,35912.000000,199.000000,36111.000000,False,False
0.002195,4466,0.030452,0.964539,35728.000000,199.000000,35927.000000,False,False
0.002223,4444,0.030603,0.964539,35552.000000,199.000000,35751.000000,False,False
0.002248,4421,0.030762,0.964539,35368.000000,199.000000,35567.000000,False,False
0.002268,4399,0.030689,0.957447,35192.000000,248.570000,35440.570000,False,False
0.002305,4376,0.030850,0.957447,35008.000000,248.570000,35256.570000,False,False
0.002335,4353,0.031013,0.957447,34824.000000,248.570000,35072.570000,False,False
0.002366,4331,0.031171,0.957447,34648.000000,248.570000,34896.570000,False,False
0.002390,4308,0.031337,0.957447,34464.000000,248.570000,34712.570000,False,False
0.002412,4286,0.031498,0.957447,34288.000000,248.570000,34536.570000,False,False
0.002440,4263,0.031668,0.957447,34104.000000,248.570000,34352.570000,False,False
0.002474,4241,0.031596,0.950355,33928.000000,282.730000,34210.730000,False,False
0.002494,4218,0.031769,0.950355,33744.000000,282.730000,34026.730000,False,False
0.002517,4196,0.031935,0.950355,33568.000000,282.730000,33850.730000,False,False
0.002539,4173,0.032111,0.950355,33384.000000,282.730000,33666.730000,False,False
0.002579,4150,0.032289,0.950355,33200.000000,282.730000,33482.730000,False,False
0.002617,4128,0.032461,0.950355,33024.000000,282.730000,33306.730000,False,False
0.002657,4105,0.032400,0.943262,32840.000000,308.930000,33148.930000,False,False
0.002684,4083,0.032574,0.943262,32664.000000,308.930000,32972.930000,False,False
0.002720,4060,0.032759,0.943262,32480.000000,308.930000,32788.930000,False,False
0.002758,4038,0.032937,0.943262,32304.000000,308.930000,32612.930000,False,False
0.002807,4015,0.033126,0.943262,32120.000000,308.930000,32428.930000,False,False
0.002843,3993,0.033308,0.943262,31944.000000,308.930000,32252.930000,False,False
0.002880,3970,0.033501,0.943262,31760.000000,308.930000,32068.930000,False,False
0.002926,3947,0.033696,0.943262,31576.000000,308.930000,31884.930000,False,False
0.002956,3925,0.033885,0.943262,31400.000000,308.930000,31708.930000,False,False
0.002999,3902,0.034085,0.943262,31216.000000,308.930000,31524.930000,False,False
0.003037,3880,0.034278,0.943262,31040.000000,308.930000,31348.930000,False,False
0.003087,3857,0.034483,0.943262,30856.000000,308.930000,31164.930000,False,False
0.003121,3835,0.034681,0.943262,30680.000000,308.930000,30988.930000,False,False
0.003164,3812,0.034890,0.943262,30496.000000,308.930000,30804.930000,False,False
0.003193,3790,0.035092,0.943262,30320.000000,308.930000,30628.930000,False,False
0.003236,3767,0.035307,0.943262,30136.000000,308.930000,30444.930000,False,False
0.003280,3744,0.035524,0.943262,29952.000000,308.930000,30260.930000,False,False
0.003320,3722,0.035733,0.943262,29776.000000,308.930000,30084.930000,False,False
0.003362,3699,0.035956,0.943262,29592.000000,308.930000,29900.930000,False,False
0.003395,3677,0.035899,0.936170,29416.000000,360.160000,29776.160000,False,False
0.003438,3654,0.035851,0.929078,29232.000000,375.940000,29607.940000,False,False
0.003488,3632,0.036068,0.929078,29056.000000,375.940000,29431.940000,False,False
0.003536,3609,0.036298,0.929078,28872.000000,375.940000,29247.940000,False,False
0.003568,3587,0.036521,0.929078,28696.000000,375.940000,29071.940000,False,False
0.003596,3564,0.036756,0.929078,28512.000000,375.940000,28887.940000,False,False
0.003666,3541,0.036995,0.929078,28328.000000,375.940000,28703.940000,False,False
0.003726,3519,0.037226,0.929078,28152.000000,375.940000,28527.940000,False,False
0.003770,3496,0.037471,0.929078,27968.000000,375.940000,28343.940000,False,False
0.003826,3474,0.037709,0.929078,27792.000000,375.940000,28167.940000,False,False
0.003881,3451,0.037960,0.929078,27608.000000,375.940000,27983.940000,False,False
0.003930,3429,0.038204,0.929078,27432.000000,375.940000,27807.940000,False,False
0.003978,3406,0.038462,0.929078,27248.000000,375.940000,27623.940000,False,False
0.004048,3384,0.038416,0.921986,27072.000000,416.410000,27488.410000,False,False
0.004102,3361,0.038679,0.921986,26888.000000,416.410000,27304.410000,False,False
0.004150,3338,0.038945,0.921986,26704.000000,416.410000,27120.410000,False,False
0.004202,3316,0.039204,0.921986,26528.000000,416.410000,26944.410000,False,False
0.004254,3293,0.039478,0.921986,26344.000000,416.410000,26760.410000,False,False
0.004342,3271,0.039743,0.921986,26168.000000,416.410000,26584.410000,False,False
0.004398,3248,0.040025,0.921986,25984.000000,416.410000,26400.410000,False,False
0.004484,3226,0.040298,0.921986,25808.000000,416.410000,26224.410000,False,False
0.004532,3203,0.040587,0.921986,25624.000000,416.410000,26040.410000,False,False
0.004588,3181,0.040868,0.921986,25448.000000,416.410000,25864.410000,False,False
0.004646,3158,0.041165,0.921986,25264.000000,416.410000,25680.410000,False,False
0.004704,3135,0.041467,0.921986,25080.000000,416.410000,25496.410000,False,False
0.004770,3113,0.041760,0.921986,24904.000000,416.410000,25320.410000,False,False
0.004839,3090,0.042071,0.921986,24720.000000,416.410000,25136.410000,False,False
0.004881,3068,0.042373,0.921986,24544.000000,416.410000,24960.410000,False,False
0.004925,3045,0.042693,0.921986,24360.000000,416.410000,24776.410000,False,False
0.005014,3023,0.043004,0.921986,24184.000000,416.410000,24600.410000,False,False
0.005090,3000,0.043333,0.921986,24000.000000,416.410000,24416.410000,False,False
0.005166,2978,0.043653,0.921986,23824.000000,416.410000,24240.410000,False,False
0.005245,2955,0.043993,0.921986,23640.000000,416.410000,24056.410000,False,False
0.005321,2933,0.044323,0.921986,23464.000000,416.410000,23880.410000,False,False
0.005387,2910,0.044674,0.921986,23280.000000,416.410000,23696.410000,False,False
0.005446,2887,0.044683,0.914894,23096.000000,445.840000,23541.840000,False,False
0.005508,2865,0.044677,0.907801,22920.000000,459.110000,23379.110000,False,False
0.005583,2842,0.045039,0.907801,22736.000000,459.110000,23195.110000,False,False
0.005658,2820,0.045035,0.900709,22560.000000,511.060000,23071.060000,False,False
0.005732,2797,0.045406,0.900709,22376.000000,511.060000,22887.060000,False,False
0.005839,2775,0.045766,0.900709,22200.000000,511.060000,22711.060000,False,False
0.005913,2752,0.046148,0.900709,22016.000000,511.060000,22527.060000,False,False
0.005988,2730,0.046520,0.900709,21840.000000,511.060000,22351.060000,False,False
0.006116,2707,0.046915,0.900709,21656.000000,511.060000,22167.060000,False,False
0.006203,2684,0.047317,0.900709,21472.000000,511.060000,21983.060000,False,False
0.006302,2662,0.047708,0.900709,21296.000000,511.060000,21807.060000,False,False
0.006405,2639,0.048124,0.900709,21112.000000,511.060000,21623.060000,False,False
0.006483,2617,0.048529,0.900709,20936.000000,511.060000,21447.060000,False,False
0.006564,2594,0.048959,0.900709,20752.000000,511.060000,21263.060000,False,False
0.006671,2572,0.048989,0.893617,20576.000000,523.610000,21099.610000,False,False
0.006754,2549,0.049431,0.893617,20392.000000,523.610000,20915.610000,False,False
0.006875,2527,0.049861,0.893617,20216.000000,523.610000,20739.610000,False,False
0.006986,2504,0.050319,0.893617,20032.000000,523.610000,20555.610000,False,False
0.007113,2481,0.050383,0.886525,19848.000000,669.800000,20517.800000,False,False
0.007225,2459,0.050427,0.879433,19672.000000,724.090000,20396.090000,False,False
0.007314,2436,0.050903,0.879433,19488.000000,724.090000,20212.090000,False,False
0.007404,2414,0.051367,0.879433,19312.000000,724.090000,20036.090000,False,False
0.007496,2391,0.051861,0.879433,19128.000000,724.090000,19852.090000,False,False
0.007618,2369,0.052343,0.879433,18952.000000,724.090000,19676.090000,False,False
0.007820,2346,0.052856,0.879433,18768.000000,724.090000,19492.090000,False,False
0.007906,2324,0.053356,0.879433,18592.000000,724.090000,19316.090000,False,False
0.008053,2301,0.053890,0.879433,18408.000000,724.090000,19132.090000,False,False
0.008183,2278,0.054434,0.879433,18224.000000,724.090000,18948.090000,False,False
0.008308,2256,0.054965,0.879433,18048.000000,724.090000,18772.090000,False,False
0.008448,2233,0.055531,0.879433,17864.000000,724.090000,18588.090000,False,False
0.008593,2211,0.056083,0.879433,17688.000000,724.090000,18412.090000,False,False
0.008708,2188,0.056673,0.879433,17504.000000,724.090000,18228.090000,False,False
0.008875,2166,0.057248,0.879433,17328.000000,724.090000,18052.090000,False,False
0.009020,2143,0.057863,0.879433,17144.000000,724.090000,17868.090000,False,False
0.009226,2121,0.058463,0.879433,16968.000000,724.090000,17692.090000,False,False
0.009408,2098,0.058627,0.872340,16784.000000,758.730000,17542.730000,False,False
0.009554,2075,0.059277,0.872340,16600.000000,758.730000,17358.730000,False,False
0.009738,2053,0.059425,0.865248,16424.000000,816.990000,17240.990000,False,False
0.009908,2030,0.060099,0.865248,16240.000000,816.990000,17056.990000,False,False
0.010087,2008,0.060757,0.865248,16064.000000,816.990000,16880.990000,False,False
0.010214,1985,0.061461,0.865248,15880.000000,816.990000,16696.990000,False,False
0.010425,1963,0.062150,0.865248,15704.000000,816.990000,16520.990000,False,False
0.010624,1940,0.062371,0.858156,15520.000000,858.600000,16378.600000,False,False
0.010777,1918,0.062565,0.851064,15344.000000,949.290000,16293.290000,False,False
0.010984,1895,0.063325,0.851064,15160.000000,949.290000,16109.290000,False,False
0.011173,1872,0.064103,0.851064,14976.000000,949.290000,15925.290000,False,False
0.011350,1850,0.064865,0.851064,14800.000000,949.290000,15749.290000,False,False
0.011551,1827,0.065681,0.851064,14616.000000,949.290000,15565.290000,False,False
0.011739,1805,0.065928,0.843972,14440.000000,992.750000,15432.750000,False,False
0.012012,1782,0.066779,0.843972,14256.000000,992.750000,15248.750000,False,False
0.012321,1760,0.067614,0.843972,14080.000000,992.750000,15072.750000,False,False
0.012522,1737,0.068509,0.843972,13896.000000,992.750000,14888.750000,False,False
0.012755,1715,0.069388,0.843972,13720.000000,992.750000,14712.750000,False,False
0.012994,1692,0.070331,0.843972,13536.000000,992.750000,14528.750000,False,False
0.013223,1669,0.071300,0.843972,13352.000000,992.750000,14344.750000,False,False
0.013491,1647,0.072253,0.843972,13176.000000,992.750000,14168.750000,False,False
0.013795,1624,0.073276,0.843972,12992.000000,992.750000,13984.750000,False,False
0.013997,1602,0.074282,0.843972,12816.000000,992.750000,13808.750000,False,False
0.014211,1579,0.075364,0.843972,12632.000000,992.750000,13624.750000,False,False
0.014587,1557,0.076429,0.843972,12456.000000,992.750000,13448.750000,False,False
0.014957,1534,0.076271,0.829787,12272.000000,1144.510000,13416.510000,False,False
0.015229,1512,0.077381,0.829787,12096.000000,1144.510000,13240.510000,False,False
0.015539,1489,0.078576,0.829787,11912.000000,1144.510000,13056.510000,False,False
0.015821,1467,0.079073,0.822695,11736.000000,1191.930000,12927.930000,False,False
0.016179,1444,0.080332,0.822695,11552.000000,1191.930000,12743.930000,False,False
0.016577,1421,0.081633,0.822695,11368.000000,1191.930000,12559.930000,False,False
0.017029,1399,0.082916,0.822695,11192.000000,1191.930000,12383.930000,False,False
0.017428,1376,0.083576,0.815603,11008.000000,1224.700000,12232.700000,False,False
0.017968,1354,0.084934,0.815603,10832.000000,1224.700000,12056.700000,False,False
0.018499,1331,0.086401,0.815603,10648.000000,1224.700000,11872.700000,False,False
0.018836,1309,0.087089,0.808511,10472.000000,1241.790000,11713.790000,False,False
0.019276,1286,0.088647,0.808511,10288.000000,1241.790000,11529.790000,False,False
0.019649,1264,0.090190,0.808511,10112.000000,1241.790000,11353.790000,False,False
0.020165,1241,0.091861,0.808511,9928.000000,1241.790000,11169.790000,False,False
0.020804,1218,0.093596,0.808511,9744.000000,1241.790000,10985.790000,False,False
0.021299,1196,0.095318,0.808511,9568.000000,1241.790000,10809.790000,False,False
0.021923,1173,0.097187,0.808511,9384.000000,1241.790000,10625.790000,False,False
0.022866,1151,0.099044,0.808511,9208.000000,1241.790000,10449.790000,False,False
0.023666,1128,0.101064,0.808511,9024.000000,1241.790000,10265.790000,False,False
0.024340,1106,0.103074,0.808511,8848.000000,1241.790000,10089.790000,False,False
0.024916,1083,0.105263,0.808511,8664.000000,1241.790000,9905.790000,False,False
0.025720,1061,0.105561,0.794326,8488.000000,1390.800000,9878.800000,False,False
0.026604,1038,0.105010,0.773050,8304.000000,2191.150000,10495.150000,False,False
